Konten,Kelas
"]: beredar kutipan yang mengatasnamakan rektor universitas muslim indonesia (umi), prof. dr. h. basri modding, se., m.si. yang menyebut bahwa mimbar bebas itu adalah berjihad. menanggapi hal tersebut, dilansir dari tribunnews.com, kepala humas umi, nurjannah abna mengatakan bahwa rektor universitas muslim indonesia tidak pernah membuat pernyataan seperti yang dikirim oleh oknum yang tidak bertanggung jawab tersebut. “karena itu, kami meminta pihak untuk tidak menyebar kutipan pernyataan tidak benar,” katanya. “kepada oknum yang membuat dan menyebarkan  kutipan tersebut untuk  berhenti melakukan penyebarluasan kutipan,” tambahnya. selain itu, kalrifikasi juga turut diberikan pihak umi melalui websitenya (umi.ac.id) dengan judul “sanggahan kutipan pernyataan rektor umi yang beredar di medsos.” dalam websitenya, pihak umi mengutip dari klarifikasi yang dilontarkan oleh rektor universitas tersebut. “saya tidak pernah membuat pernyataan seperti itu, soal pernyataan yang beredar di medsos bahwa mimbar bebas wajib dan jihad serta whatsapp dengan mengatasnamakan saya.” ====== ",FAKTA
"]: beredar kutipan yang mengatasnamakan rektor universitas muslim indonesia (umi), prof. dr. h. basri modding, se., m.si. yang menyebut bahwa mimbar bebas itu adalah berjihad. menanggapi hal tersebut, dilansir dari tribunnews.com, kepala humas umi, nurjannah abna mengatakan bahwa rektor universitas muslim indonesia tidak pernah membuat pernyataan seperti yang dikirim oleh oknum yang tidak bertanggung jawab tersebut. “karena itu, kami meminta pihak untuk tidak menyebar kutipan pernyataan tidak benar,” katanya. “kepada oknum yang membuat dan menyebarkan  kutipan tersebut untuk  berhenti melakukan penyebarluasan kutipan,” tambahnya. selain itu, kalrifikasi juga turut diberikan pihak umi melalui websitenya (umi.ac.id) dengan judul “sanggahan kutipan pernyataan rektor umi yang beredar di medsos.” dalam websitenya, pihak umi mengutip dari klarifikasi yang dilontarkan oleh rektor universitas tersebut. “saya tidak pernah membuat pernyataan seperti itu, soal pernyataan yang beredar di medsos bahwa mimbar bebas wajib dan jihad serta whatsapp dengan mengatasnamakan saya.” ====== ",FAKTA
"]: beredar kutipan yang mengatasnamakan rektor universitas muslim indonesia (umi), prof. dr. h. basri modding, se., m.si. yang menyebut bahwa mimbar bebas itu adalah berjihad. menanggapi hal tersebut, dilansir dari tribunnews.com, kepala humas umi, nurjannah abna mengatakan bahwa rektor universitas muslim indonesia tidak pernah membuat pernyataan seperti yang dikirim oleh oknum yang tidak bertanggung jawab tersebut. “karena itu, kami meminta pihak untuk tidak menyebar kutipan pernyataan tidak benar,” katanya. “kepada oknum yang membuat dan menyebarkan  kutipan tersebut untuk  berhenti melakukan penyebarluasan kutipan,” tambahnya. selain itu, kalrifikasi juga turut diberikan pihak umi melalui websitenya (umi.ac.id) dengan judul “sanggahan kutipan pernyataan rektor umi yang beredar di medsos.” dalam websitenya, pihak umi mengutip dari klarifikasi yang dilontarkan oleh rektor universitas tersebut. “saya tidak pernah membuat pernyataan seperti itu, soal pernyataan yang beredar di medsos bahwa mimbar bebas wajib dan jihad serta whatsapp dengan mengatasnamakan saya.” ====== ",FAKTA
"]: beredar kutipan yang mengatasnamakan rektor universitas muslim indonesia (umi), prof. dr. h. basri modding, se., m.si. yang menyebut bahwa mimbar bebas itu adalah berjihad. menanggapi hal tersebut, dilansir dari tribunnews.com, kepala humas umi, nurjannah abna mengatakan bahwa rektor universitas muslim indonesia tidak pernah membuat pernyataan seperti yang dikirim oleh oknum yang tidak bertanggung jawab tersebut. “karena itu, kami meminta pihak untuk tidak menyebar kutipan pernyataan tidak benar,” katanya. “kepada oknum yang membuat dan menyebarkan  kutipan tersebut untuk  berhenti melakukan penyebarluasan kutipan,” tambahnya. selain itu, kalrifikasi juga turut diberikan pihak umi melalui websitenya (umi.ac.id) dengan judul “sanggahan kutipan pernyataan rektor umi yang beredar di medsos.” dalam websitenya, pihak umi mengutip dari klarifikasi yang dilontarkan oleh rektor universitas tersebut. “saya tidak pernah membuat pernyataan seperti itu, soal pernyataan yang beredar di medsos bahwa mimbar bebas wajib dan jihad serta whatsapp dengan mengatasnamakan saya.” ====== ",FAKTA
" sebagai berikut :  “anak sd ikut demo juga… kemaren anak stm/sma….anak sd aja paham… kalau ini negara sedang tidak beres” di dalam foto tersebut, terdapat spanduk dengan tulisan : “kakak, om, tante hari ini giliran kami yang turun je jalan” dan “jigo”  sumber : https://perma.cc/9jee-lz78 (arsip) – sudah dibagikan 33 kali saat tangkapan layar diambil. ============================================= ",HOAX
"  berdasarkan hasil penelusuran, foto tersebut ternyata tidak berkaitan dengan gelombang demo baru-baru ini. versi asli foto itu pernah diunggah portal berita kompas.com. anak-anak sd tersebut memang ikut aksi demo di depan dprd palopo, 23 juli 2018. mereka mengangkat tema menolak komersialisasi pendidikan. tulisan di spanduk juga sudah mengalami rekayasa digital. versi aslinya berbunyi “pmii dan masyarakat stop komersialisasi pendidikan”. peristiwa anak sd ikut demo itu juga diberitakan radarmakassar.com pada 23 juli 2018. judul beritanya berbunyi tak diijinkan sekolah, siswa sd di palopo demo disdik. disebutkan, penyebab demo adalah sikap pihak sekolah yang tidak mengizinkan para siswa mengikuti proses belajar. padahal, uang administrasi telah dibayar. mereka menuntut agar siswa yang dikeluarkan bisa sekolah kembali. juga, meminta pertanggungjawaban dinas pendidikan kota palopo dan wali kota palopo terkait dengan kisruh penerimaan peserta didik baru di sdn kota palopo. wakil ketua dprd kota palopo hasrianti menyayangkan kejadian tersebut. menurut dia, permasalahannya sangat jelas. anak-anak itu menjadi korban sk wali kota tentang penerimaan siswa baru tahun pelajaran 2018–2019. ’’dprd berharap siswa yang saat ini sudah berada di sekolahnya tidak dikeluarkan,’’ ucapnya kala itu. salah satu solusi yang diajukan sekretaris dinas pendidikan kota palopo amir santoso adalah memfasilitasi siswa sd untuk dipindahkan ke sekolah lain yang kuotanya masih tersedia. lembaga perlindungan perempuan dan anak (lppa) kota palopo andi fatmawati menyayangkan adanya pelibatan anak didik tingkat sd pada aksi unjuk rasa yang berlangsung di dprd palopo karena kisruh penerimaan peserta didik baru ( ppdb) pada senin (23/7/2018).   menurut, fatmawati menyampaikan bahwa lppa tidak menerima adanya pelibatan anak-anak dibawah umur dalam demonstrasi karena hal tersebut sudah mengarah ke persoalan eksploitasi anak.  “kalau sudah mengarah ke eksploitasi anak itu artinya sudah melanggar undang-undang perlindungan anak,” katanya, senin (23/7/20180. kata dia, bahwa persoalan ujuk rasa terkait penerimaan peserta didik baru (ppdb) merupakan persoalan bersama, namun seharusnya tidak melibatkan anak-anak usia dini. “kita semua berharap ada solusi terbaik dari adanya kisruh terkait ppdb tersebut, apalagi anak seumuran kelas 1 sd masih dalam proses tumbuh kembang pola pikir yang pasti akan mengganggu psikologis anak-anak.” ujarnya. ",FAKTA
" sebagai berikut :  “ada pemandangan istimewa disini (gedung pbb) bersama h.kalla , mewakili delegasi indonesia…  realkah? @berkaryainfo” sumber : https://perma.cc/6neu-x3q2 ============================================= ",HOAX
"  berdasarkan hasil penelusuran tim tempo yang menelusuri akun titiek di facebook dan menemukan halaman titiek menggunakan foto profil yang sama dengan foto yang diunggah akun yusuf abdillah. foto itu diunggah oleh titiek pada 20 november 2016. tempo kembali menelusuri foto titiek itu dengan google reverse image dan menemukan foto tersebut digunakan di portal berita warta ekonomi pada 26 oktober 2016. situs ini menggunakan foto titiek itu dalam berita yang berjudul “di geneva, titiek soeharto serukan pemberantasan korupsi”. berita itu berisi kehadiran titiek soeharto dalam sebuah forum sidang parlemen sedunia atau inter-parliamentary union (ipu) ke-135 di jenewa, swiss, pada oktober 2016. saat itu, dia menjadi wakil ketua komisi iv dewan perwakilan rakyat. dalam forum itu, titiek mengatakan perilaku koruptif pada dasarnya merupakan satu kesatuan dengan pelanggaran hak asasi manusia. untuk itu, dia mengajak semua parlemen di dunia untuk bersama-sama memberantas tindak korupsi. ",FAKTA
"! kategori: klarifikasi === sumber: media daring === narasi: presiden bem-km ugm, m atiatul muqtadir : “saya secara resmi menyatakan bem-km ugm tidak pernah memberikan informasi melalui sms. ini bukan kali pertama. beberapa minggu lalu muncul pula sms atas nama bem-km ugm yang kemudian mengajak untuk mendukung ruu kpk. padahal jelas sikap kami adalah menolak ruu kpk,”. === penjelasan: sebuah pesan pendek mengatasnamakan bem-km ugm beredar pasca terjadinya aksi #gejayanmemanggil2. dalam pesan tersebut, disebutkan mengenai coordinator #gejayanmenanggil, riko tude menerima sejumlah uang dari senayan untuk menggerakkan massa. berikut bunyi pesan tersebut: “thanks to mas riko tude, yang sudah menaikkan level kita menjadi ajang #gejayancarirecehan. monggo diambil panggungnya mas. kalo sudah ditransfer dari senayan, bagi-bagi ke kita yaaa. #gejayancarirecehan,”. beredarnya informasi tersebut sontak membuat presiden bem-km ugm, m atiatul muqtadir angkat bicara. dalam klarifikasinya, pria yang akrab disapa fatur itu menjelaskan bahwa pesan tersebut disebar oleh oknum tidak bertanggung jawab atau pihak-pihak yang ingin menggembosi #gejayanmemanggil.  melansir dari detik.com dalam klarifikasinya, fatur juga menegaskan bahwa bem-km ugm tidak pernah memberikan informasi melalui sms. dan menurutnya ini bukan pertama kali, terdapat pihak yang juga sebelumnya melakukan hal serupa mengatasnamakan bem-km ugm. “saya secara resmi menyatakan bem-km ugm tidak pernah memberikan informasi melalui sms. ini bukan kali pertama. beberapa minggu lalu muncul pula sms atas nama bem-km ugm yang kemudian mengajak untuk mendukung ruu kpk. padahal jelas sikap kami adalah menolak ruu kpk,” pungkas fatur. “jadi sms yang beredar hari ini atau pun yang kemarin atas nama bem-km ugm itu tidak merupakan informasi yang benar, itu adalah kabar bohong yang sengaja disebarkan untuk menggembosi gerakan mahasiswa,” lanjut fatur. === ",FAKTA
" dan diklaim berasal dari menag lukman. =====  kategori: misleading content/konten yang menyesatkan =====  sumber: pertanyaan anggota fafhh (@husnul fitri), laman daring, dan facebook https://www.facebook.com/groups/822793361259949/permalink/1191232947749320/ https://petroksi.blogspot.com/2019/09/kemenag-korupsi-itu-perbedaan-dalam.html archive: https://archive.fo/5wx63 https://archive.fo/topqj https://archive.fo/bbt2v (archive versi mobile) =====  narasi: 1) kemenag: korupsi itu perbedaan dalam mencari rezeki, tidak bertentangan dengan syariat 2) petroksi-  menteri agama (menag) lukman hakim saifuddin menegaskan dalam hadist riwayat ibnu majah. “darijabir bin abdullah r.a,berkata, rasulullah saw bersabda”wahai manusia,bertaqwalah kepada allah dan berbuat baiklah dalam mencari harta karena sesungguhnya jiwa manusia tidak akan puas/mati hingga terpenuhi rezekinya walaupun ia telah mampu mengendalikannya (mengekangnya),maka bertaqwalah kepada allah swt. dalam hadist diatas dijelaskan bahwa kita sebagai umat muslim yang menganut hukum syar’i dianjurkan dalam mencari harta ataupun rezeki dengan cara yang santun dan baik. apabila kita mencari harta dengan cara yang salah maka kita telah melanggar perintah allah dan melakukan suatu perbuatan dosa besar.seperti contoh kita menjadi seorang preman kemudian kita menggunakan kekuasaan kita untuk melakukan pemerasan, maka kita telah melakukan suatu kesalahan dan melanggar nilai-nilai islam.. berbeda dengan korupsi, korupsi mendapatkan dengan usaha, ketekunan, sehingga tidak menimbulkan secara terang terangan merampok, dan itu hanya perbedaan dalam mencari rezeki saja, tidak ada unsur unsur melakukan pelanggaran hukum hukum syariat yang telah di tentukan oleh agama islam ujar  menteri agama (menag) lukman hakim saifuddin. pencurian hanya berdampak pada ekonomi,namun korupsi berdampak holistik. jika korupsi ada di system pemerintahan, maka semua aspek kehidupan tidak akan berdampak..selanjutnya =====  ",HOAX
": beredar postingan yang berisikan laman petroksi[dot]blogspot[dot]com dengan judul “kemenag: korupsi itu perbedaan dalam mencari rezeki, tidak bertentangan dengan syariat.” dalam laman tersebut terdapat artikel yang menyebutkan menteri agama (menag) lukman hakim saifuddin, membolehkan korupsi karena tidak bertentangan dengan syariat. melalui hasil penelusuran, diketahui bahwa isi artikel itu tidak benar berasal dari pernyataan menag lukman. hasil pencarian justru mengarahkan pada artikel di kompasiana.com dengan judul “korupsi dalam pandangan islam” yang ditulis oleh sonia bunga cantika. dalam artikel kompasiana tersebut, terdapat beberapa narasi yang sama dan ada pula bagian yang dipelintir. berikut kutipan dari artikel kompasiana tersebut: […] korupsi dalam pandangan islam dari hadist riwayat ibnu majah,,hadist ke 2227 yang yang artinya: “darijabir bin abdullah r.a,berkata, rasulullah saw bersabda”wahai manusia,bertaqwalah kepada allah dan berbuat baiklah dalam mencari harta karena sesungguhnya jiwa manusia tidak akan puas/mati hingga terpenuhi rezekinya walaupun ia telah mampu mengendalikannya(mengekangnya),maka bertaqwalah kepada allah swt dan berbuat baiklah dalam mencari harta,ambillah yang halal dan tinggalkan yang haram”.(hr ibnu majah). dalam hadist diatas dijelaskan bahwa kita sebagai umat muslim yang menganut hukum syar’i dianjurkan dalam mencari harta ataupun rezeki harus dengan cara yang halal dan benar tidak boleh mencari harta dengan cara yang haram.apabila kita mencari harta dengan cara yang salah maka kita telah melanggar perintah allah dan melakukan suatu perbuatan dosa besar.seperti contoh kita seorang pejabat kemudian kita menggunakan kekuasaan kita untuk melakukan korupsi,maka kita telah melakukan suatu kesalahan dan melanggar nilai-nilai islam..jika kita mencari harta ataupun nafkah tapi dengan cara yang salah status kehalalan dari segala aspek kehidupan kita menjadi haram. memang mencari harta dengan cara yang salah itu sangat gampang,tetapi apakah kita sebagai umat islam akan melakukan sesuatu yang bertentangan dengan syariat?kadar iman kita terkadang di uji oleh hal-hal yang demikian.korupsi adalah kejahatan yang popular di era sekarang.korupsi merupakan permasalahan serius terutama bagi kehidupan masyarakat dan negara.korupsi adalah penyakit yang tidak bisa hidup sama-sama dalam system  kehidupan kita dan seperti parasit yang akan terus merugikan elemen masyarakat.korupsi menyimpang dari system yang disepakati berama,korupai bukan hanya soal pencurian. pencurian hanya berdampak pada ekonomi,namun korupsi berdampak holistik. jika korupsi ada di system pemerintahan,maka semua aspek kehidupan berbangsa dan bernegara akan rusak.keimanan seseorang dapat di ukur dengan hal-hal yang seperti ini.pendidikan agama sedari kecil kiranya mampu untuk menjadi banteng pertahanan agar tidak melakukan sesuatu yang sudah dilarang dalam syariat islam. didalam konsep keislaman korupsi mempunyai tiga istilah yang paling popular yaitu: al-rishwah(suap menyuap atau gratifikasi)al-shut(gratifikasi atau suap)al-ghul(menyembunyikan sesuatu yang bukan haknya) islam memberi peringatan dan melaknat siapa saja yang meakukan tiga perbuatan diatas.islam adalah agama yang peka terhadap isu korupsi.al-qur’an dan hadist telah dengan gambling menjelaskan,memberi peringatan dan memberi gambaran hukuman menyangkut bahaya korupsi dan implikasinya bagi umat manusia.islam,dengan demikian,adalah agama antikorupsi.menurut choesnon sebagaiman dikutip oleh alkostar korupsi dibagi menjadi tiga jenis:    korupsi jenis halus, yaitu korupsi yang lazim disebut sebagai uang siluman, uang jasa gelap, komisi gelap, pungutan liat,dan sebagainya. tindak kejahatan seperti ini boleh dikatakan tidak termasuk oleh sanksi hukum positif.korupsi jenis kasar, yaitu korupsi yang masih dapat dijerat oleh hukum kebetulan tertangkap basah. walaupun demikian, masih saja dapat lupa dari jeratan hukum karena faktor “ada main”, yaitu faktor tahu sama tahu yang saling menguntungkan.korupsi bersifat administratif manipulatif, yaitu jenis korupsi yang bersifat sukar untuk diteliti. seperti ongkor perjalanan dinas yang sebenarnya sepenuhnya digunakan atau penggunaan biaya yang bersifat menipu lainnya. berdasarkan tujuan seorang melakukan korupsi. kumorotomo memberikan korupsi menjadi dua, yaitu : korupsi politis, penyelewengan kekuasaan yang mengarah kepermainan politis, nepotisme, klientelisme, penyalahgunaan pemungutan suara dan sebagainya. faktor pendorong korupsi jenis ini adalah nilai-nilai perbedaan yaitu merasa bahwa dirinya berbeda dari orang-orang lain. latar belakang psikologis tersebut diantaranya sebagai berikut.keinginan untuk mendapatkan pengakuan dari orang lain.keinginan untuk dihormati.keinginan dianggap sebagai pemimpin oleh banyak orang.korupsi material, yaitu korupsi yang berbentuk manipulasi, penyuapan, penggelapan, dan sebagainya. faktor pendorong korupsi jenis ini menyangkut nilai-nilai kesejahteraan, korupsi material lebih mendorong oleh keinginan sebagai berikut :memperoleh kenyamanan hidup.memperoleh kekayaan materi.mendapat kemudahan dalam segala aspek. sementara itu, alatas sebagaimana dikutip chaerudin, mengembangkan jenis korupsi menjadi tujuh, yaitu : korupsi transaktif, yaitu jenis korupsi yang menunjukkan adanya kesepakatan timbal balik antara pihak pemberi dan pihak penerima, yang menguntungkan kedua belah pihak.korupsi ekstorsif, yaitu korupsi yang dipaksakan kepada suatu pihak yang disertai dengan ancaman, terror, dan penekanan terhadap kepentingan orang yang dekat dengan pelaku korupsi.korupsi insentif, yaitu korupsi yang dilakukan dengan cara memberikan penawaran suatu jasa atau barang tertentu kepada pihak lain demi keuntungan masa depan.korupsi nepotistik, yaitu jenis korupsi yang menyangkut penyalahgunaan kekuasaan dan wewenangan untuk berbagi keuntungan bagi keluarga terdekat.korupsi otogenik, yaitu korupsi yang terjadi ketika seorang pejabat mendapat keuntungan karena memiliki pengetahuan sebagai orang dalam tentang berbagai kebijakan public yang seharusnya dirahasiakan.korupsi suportif, yaitu korupsi yang dilakukan dengan cara memberikan dukungan atau perlingdungan.korupsi defensive, yaitu korupsi yang dilakukan dalam rangka mempertahankan diri dari pemerasan. pihak yang dirugikan terpakasa terlibat didalamnya atau membuat pihak tertentu terjebak atau bahkan menjadi korban pembuatan korupsi. undang-undang nomor 31 tahun 1999 juncto undang-undang nomor 20 tahun 2001 tentang pemberantasan tindak pidana korupsi meneyebutkan dengan jelas jenis-jenis tindak pidana korupsi. tindak pidana korupsi dibagi menjadi 7 (tujuh) jenis, yaitu terkait kerugian keuangan negara, suap menyuap, penggelapan dalam jabatan, pemerasan, pembuatan curang, benturan kepentingan dalam pengadaan, dan gratifikasi. sudah sangat jelas dalam hukum islam ataupu hukum negara segala tindak pidana korupsiitu dilarang dan ada hukum yang mengaturnya.lalu kenapa kita sebagai umat musim dan rakyat masih saja harus melanggar aturan yang ada?kita sebagai muslim tentunya harus membantu untuk menumpas segala bentuk yindak korupsi yang ada.korupai adalah masalah manusia,sehingga harus didekati secara manusiawi.melibatkan filsafat untuk melihat korupsi adalah langkah bijaksana.apalagi ketika filsafat yang dimaksud adalah filsafat keislaman dengan nilai-nilai keahlian sebagai penguatnya.islam menawarkan semangat juang untuk melawan korupsi.melihat korupsi secara prporsional bisa membuat bangsa ini tidak hanya terpaku dengan cara bangsa asing soal bagaimana mengatasi korupsi.perlibatan spirit keislaman yang tegas,penguatan produk hukum dan aturan serta tinjauan ulang menyangkut penghukuman dan pendidikan bagi pelaku adalah hal-hal yang perlu diperhatikan. hukum yang berlaku wajar,bijaksana dan mengerti adalah kata kunci yang di masa mendatang bisa diwujudkan.manusia sebagai mahluk yang tidak akan pernah puas tentunya akan terus melakukan suatu perbuatan yang menentang agama dan hukum negara.perlu suatu pengetahuan dan aturan yang tentunya untuk mengatasi sifat tamak yang ada di diri manusia agar tidak melakukan suatu perbuatan yang salah. mencari harta/rezeki dengan cara yang salah(korupsi)adalah kejahatan yang merugikan banyak orang dan merupakan suatu dosa besar.islam sudah sangat melarangnya,tetapi terkadang sifat tamak manusia akan harta mendorong manusia untuk melakukan pernbuatan-perbuatan menyimpang dari aturan-aturan agama dan negara.perlu kesadaran diri dan hukum yang tegas untuk mencegah dan menumpas segala bentuk perbuatan korupsi.korupsi sangat merugikan banyak orang dan tentu saja itu akan berdampak sangat besar dalam kehdupan bermasyarakat,sudah sepatutnya kita sebagai generasi muda sadar akan hal itu dan sebisa mungkin terhindar dari yang namanya tidak pidana korupsi. […] dari kutipan tulisan itu, bagian yang sama ada pada tiga paragraf tulisan itu. hanya saja, ada bagian-bagian yang dipelintir dan ditambahkan nama menag lukman di dalam artikel petroksi[dot]blogspot[dot]com. sedangkan, dalam tulisan di kompasiana.com tidak ada sangkut pautnya dengan menag lukman. bagian pelintiran dan penambahan akan dapat terlihat di bagian gambar. sedangkan, untuk foto yang digunakan dalam artikel petroksi[dot]blogspot[dot]com mengambil dari portal viva.co.id pada artikel berjudul “menag: ramadhan, warung makan tak perlu dipaksa tutup” yang tayang pada selasa, 9 juni 2015.  berdasarkan hasil penelusuran itu, maka dapat dipastikan bahwa menag lukman tidak pernah menyatakan pernyataan yang ada dalam artikel petroksi[dot]blogspot[dot]com. dengan demikian, konten tersebut masuk ke dalam kategori misleading content atau konten yang menyesatkan. =====  ",FAKTA
"]: beredar informasi bobotoh persib akan melakukan aksi turun ke jalan menolak sejumlah ruu kontroversi. informasi itu tersebar melalui media sosial (medsos). dalam poster digital itu, terlihat ada empat foto yang masing-masing mewakili kelompok bobotoh dari mulai viking, bomber, ultras dan casual. di atas foto terlihat tulisan ‘bobotoh bersatu’. dalam poster tersebut, rencananya aksi demonstrasi akan digelar pada senin, 30 september 2019 bertempat di depan gedung sate. menanggapi informasi akan ada aksi unjuk rasa di depan gedung sate pada senin (30/9/2019), viking persib club menegaskan, tidak pernah menginstruksikan anggotanya untuk bergabung dalam aksi tersebut. “kami tidak berkaitan sama sekali dengan aksi unjuk rasa yang akan berlangsung di gedung sate, dan bisa kami pastikan bahwa berita tersebut adalah hoaks,” ungkap ketua umum viking persib club herru joko dimukil dari laman vikingpersib.co.id, senin (30/9/2019). viking persib club juga menepis kabar soal pengerahan anggotanya untuk melakukan aksi unjuk rasa “reformasi dikorupsi” yang akan berlangsung hari ini, di gedung sate. hal tersebut disampaikan melalu memo internal yang disampaikan kepada anggota vpc. selain itu, ketua bomber asep abdul pun mengungkapkan hal senada. menurut dia, informasi bobotoh atau bomber turun ke jalan hoaks. “bohong, hoaks,” ucap asep saat dihubungi. ====== ",FAKTA
": gubernur jawa barat (jabar), ridwan kamil dikabarkan membuat cuitan yang menyudutkan pihak keamanan atau kepolisian. berikut bunyi cuitan lengkapnya: “sekolah yg pinter, biar gajadi polisi,” cuit akun twitter ridwan kamil (@ridwankamil), rabu (25/9). menanggapi hal tersebut, mantan wali kota bandung ini memberikan klarifikasinya. ia menyatakan kabar tersebut adalah bohong atau hoaks (hoax) dan merupakan upaya adu domba. “klarifikasi karena banyak tanya: beredar hoaks. untuk mengadu domba. semoga allah mengampuni para penyebar fitnah dan semoga pahala dunianya berpindah kepada kami,” unggah akun instagram ridwan kamil (@ridwankamil), kamis (26/9). diketahui cuitan yang seolah-olah berasal dari akun twitter emil, sapaan akrabnya itu telah mendapat 45,5 juta retweets dan 555 likes. angka retweet cuitan tersebut terkesan janggal karena akun twitter asli emil hanya memiliki sekitar 3,75 juta follower atau pengikut. “klarifikasi karena banyak tanya: beredar hoaks. pake editan sotosop,” tulis emil dalam klarifikasinya. ===== ",FAKTA
 “inilah perbedaannya saat seorang pemimpin memberikan arahan kepada anak buahnya. antara keparat(a) & aparat (b). .” ====== ,HOAX
" (1) http://bit.ly/2rhtadc / http://bit.ly/2mxvn7s, first draft news:  * “konten yang dimanipulasi ketika informasi atau gambar yang asli dimanipulasi untuk menipu”. sumber membagikan video hasil suntingan sehingga membangun premis yang salah. – * “konten yang salah ketika konten yang asli dipadankan dengan konteks informasi yang salah”. sumber menambahkan narasi yang tidak sesuai dengan fakta sehingga membangun premis pelintiran, tembak ditempat ke geng motor dipelintir menjadi ke hal lain dikaitkan dengan situasi saat ini (korban tertembak berkaitan dengan unjuk rasa). (2) salah satu artikel yang terkait, motor plus-online(dot)com: “video kapolri isyaratkan geng motor boleh tembak di tempat” selengkapnya di http://bit.ly/2ms09ul / http://bit.ly/2omz66g (arsip cadangan). ====== ",FAKTA
" bem unj membantah hal tersebut melalui laman media sosialnya.[1] disebutkan bahwa tazkia meninggal akibat sakit yang telah lama dideritanya, bukan karena mengikuti aksi 24 september di dpr. kompas mengkonfirmasi hal ini. [2]saat dihubungi kompas.com minggu (29/9/2019) siang, adelia mengkonfirmasi kembali terkait klarifikasi yang ditulisnya melalui twitter  “maaf sebelumnya saya dalam penulisan nama teman saya, namanya yang benar tazkiya khairunisa. iya berita hoak yang beredar bahwa teman saya meninggal karena gas air mata itu salah. teman saya meninggal karena penyakit jantung yang dideritanya,” kata dia. selain itu kompas mengkorfimasi juga ke kepala kantor humas dan informasi publik unj, khrisnamurti mengatakan berita yang tersebar adalah hoaks. “almarhumah tazkiya khairunisa meninggal karena sakit yang dideritanya (jantung). namanyatazkiya khairunisa (sesuai ktp),” kata dia. “ananda di rumah sakit, beliau tidak ikut aksi,” ujarnya. senada dengan adelia, pihaknya juga menyampaikan bahwa tazkiya meninggal karena sakit jantung. kronologinya, tazkiya masuk ugd di rsud bekasi pada 22 september 2019. yang bersangkutan, imbuhnya sempat pulang. “tapi pas senin datang lagi ke sana, pas tanggal 24 september ananda mengalami sesak nafas dan meninggal dunia pukul 11.00 malam,” jelasnya. [",FAKTA
" “ini nyanyian prajurit tni nyindir siapa yaa.. sadarlah kumis tebal tetapi memble he he he.. mau editan atau gak, emang macane wis dadi meong..” ====== ",HOAX
" (1) http://bit.ly/2rhtadc / http://bit.ly/2mxvn7s, first draft news: “konten yang dimanipulasi ketika informasi atau gambar yang asli dimanipulasi untuk menipu”. * sumber membagikan video hasil suntingan sehingga membangun premis yang salah. (2) salah satu sumber video asli, http://bit.ly/2oewzq2 youtube: “keren raiders tni kostrad yel yel 114,857 views • jan 12, 2016 nur agustina 442 subscribers”. di video versi suntingan tidak terdengar tepukan ke dada seperti di video yang asli. (3) salah satu sumber audio, http://bit.ly/2m0bioa youtube: “koreo panser~snex macane dadi kucing psis vs persija 3,818 views • may 26, 2019 ayu niken channel koreo panser biru  psis semarang vs persija jakarta  dengan skor akhir kemenangan tuan rumah psis semarang 2-1  live stadion moch subroto magelang jateng”. chant ada di 24 detik awal video. irama, tempo dan suara terompet cocok dengan audio di video versi suntingan. ====== ",FAKTA
" (1) http://bit.ly/2mm9if8 / http://archive.fo/yi6tz (arsip cadangan), salah satu sumber yang fotonya diambil lalu digunakan untuk menyebarkan premis pelintiran.  artikel terbitan 23 november 2017, dari sisi waktu konteks foto sudah tidak cocok dengan situasi saat ini yang digunakan sebagai materi pelintiran premis. (2) http://bit.ly/2og6b92 / http://archive.fo/wijjw (arsip cadangan), salah satu situs dengan judul yang sama dengan yang disebutkan di klarifikasi najwa shihab. (3) klarifikasi oleh najwa shihab: “… foto lama saya dengan tommy soeharto, lieus sungkharisma dan ichsanuddin noorsy diedarkan kembali bersama capture-an sebuah berita berjudul “kabar mengagetkan, najwa shihab, tommy soeharto, noorsy dan lieus akhirnya bersepakat untuk….” …” selengkapnya di (1) bagian ",FAKTA
" sebagi berikut : “astaghfirullah…… inna lillahi wa inna ilaihi raji’undetik, detik pesawat gagal landing dan terbakar di bandara kualanamu international airport” sumber : https://perma.cc/9nkj-ppxz (arsip) – sudah dibagikan 3.011 kali saat tangkapan layar diambil. ============================================= ",HOAX
